#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
Mycobacterium_bovis_AF2122/97	NC_002945.4	917307	918476	-	1092630	-	BQ2027_MB0846C	YP_009358180.1	389	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN
Mycobacterium_bovis_AF2122/97	NC_002945.4	918564	919580	-	1092625	desA1	BQ2027_MB0847C	YP_009358181.1	338	PROBABLE ACYL
Mycobacterium_bovis_AF2122/97	NC_002945.4	919742	920383	-	1092665	-	BQ2027_MB0848C	YP_009358182.1	213	conserved protein
Mycobacterium_bovis_AF2122/97	NC_002945.4	920464	921519	+	1092654	-	BQ2027_MB0849	YP_009358183.1	351	CONSERVED HYPOTHETICAL PROTEIN
Mycobacterium_bovis_AF2122/97	NC_002945.4	921571	921963	-	1092658	kmtr	BQ2027_MB0850C	YP_009358184.1	130	metal sensor transcriptional regulator kmtr (arsr-smtb family)
Mycobacterium_bovis_AF2122/97	NC_002945.4	922021	922443	-	1092679	-	BQ2027_MB0851C	YP_009358185.1	140	POSSIBLE DEAMINASE
Mycobacterium_bovis_AF2122/97	NC_002945.4	922405	922695	+	1092682	-	BQ2027_MB0852	YP_009358186.1	96	possible transposase (fragment)
Mycobacterium_bovis_AF2122/97	NC_002945.4	922800	923705	+	1092681	-	BQ2027_MB0853	YP_009358187.1	301	possible s-adenosylmethionine-dependent methyltransferase
Mycobacterium_bovis_AF2122/97	NC_002945.4	923724	924539	-	1092691	-	BQ2027_MB0854C	YP_009358188.1	271	conserved protein
Mycobacterium_bovis_AF2122/97	NC_002945.4	925781	926194	+	1092726	PE_PGRS12	BQ2027_MB0855	YP_009358189.1	137	pe-pgrs family protein pe_pgrs12
Mycobacterium_bovis_AF2122/97	NC_002945.4	926191	928512	+	1092725	PE_PGRS13	BQ2027_MB0856	YP_009358190.1	773	pe-pgrs family protein pe_pgrs13
Mycobacterium_bovis_AF2122/97	NC_002945.4	928739	931234	-	1092730	PE_PGRS14	BQ2027_MB0857C	YP_009358191.1	831	pe-pgrs family protein pe_pgrs14
Mycobacterium_bovis_AF2122/97	NC_002945.4	931702	932346	+	1092728	lpqQ	BQ2027_MB0858	YP_009358192.1	214	POSSIBLE LIPOPROTEIN LPQQ
Mycobacterium_bovis_AF2122/97	NC_002945.4	932959	933681	-	1092729	-	BQ2027_MB0859C	YP_009358193.1	240	HYPOTHETICAL PROTEIN BQ2027_MB0859C
Mycobacterium_bovis_AF2122/97	NC_002945.4	933752	934780	-	1092731	-	BQ2027_MB0860C	YP_009358194.1	342	HYPOTHETICAL PROTEIN BQ2027_MB0860C
Mycobacterium_bovis_AF2122/97	NC_002945.4	935469	936245	+	1092733	lpqR	BQ2027_MB0861	YP_009358195.1	258	PROBABLE CONSERVED LIPOPROTEIN LPQR
Mycobacterium_bovis_AF2122/97	NC_002945.4	936332	937144	+	1092732	-	BQ2027_MB0862	YP_009358196.1	270	CONSERVED HYPOTHETICAL PROTEIN
Mycobacterium_bovis_AF2122/97	NC_002945.4	937212	938072	-	1092736	pip	BQ2027_MB0863C	YP_009358197.1	286	PROBABLE PROLINE IMINOPEPTIDASE PIP (PROLYL AMINOPEPTIDASE) (PAP)
Mycobacterium_bovis_AF2122/97	NC_002945.4	938348	938590	+	1092737	-	BQ2027_MB0864	YP_009358198.1	80	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Mycobacterium_bovis_AF2122/97	NC_002945.4	938867	940159	+	1092738	-	BQ2027_MB0865	YP_009358199.1	430	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
Mycobacterium_bovis_AF2122/97	NC_002945.4	940143	941147	+	1092740	-	BQ2027_MB0866	YP_009358200.1	334	PROBABLE DEHYDROGENASE
Mycobacterium_bovis_AF2122/97	NC_002945.4	941211	941861	-	1092742	narL	BQ2027_MB0867C	YP_009358201.1	216	POSSIBLE NITRATE/NITRITE RESPONSE TRANSCRIPTIONAL REGULATORY PROTEIN NARL
Mycobacterium_bovis_AF2122/97	NC_002945.4	941945	943222	+	1092745	-	BQ2027_MB0868	YP_009358202.1	425	POSSIBLE TWO COMPONENT SENSOR KINASE
Mycobacterium_bovis_AF2122/97	NC_002945.4	943435	944949	-	1092741	-	BQ2027_MB0869C	YP_009358203.1	504	PROBABLE OXIDASE
Mycobacterium_bovis_AF2122/97	NC_002945.4	945098	945490	+	1092744	lpqS	BQ2027_MB0870	YP_009358204.1	130	PROBABLE LIPOPROTEIN LPQS
Mycobacterium_bovis_AF2122/97	NC_002945.4	945693	946811	+	1092743	cysK2	BQ2027_MB0871	YP_009358205.1	372	POSSIBLE CYSTEINE SYNTHASE A CYSK2 (O-ACETYLSERINE SULFHYDRYLASE) (O-ACETYLSERINE (THIOL)-LYASE) (CSASE)
Mycobacterium_bovis_AF2122/97	NC_002945.4	946811	948070	+	1092746	-	BQ2027_MB0872	YP_009358206.1	419	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN
Mycobacterium_bovis_AF2122/97	NC_002945.4	948067	948399	+	1092750	-	BQ2027_MB0873	YP_009358207.1	110	PUTATIVE TRANSPOSASE (FRAGMENT)
Mycobacterium_bovis_AF2122/97	NC_002945.4	948396	949223	-	1092747	-	BQ2027_MB0874C	YP_009358208.1	275	probable short-chain type dehydrogenase/reductase
Mycobacterium_bovis_AF2122/97	NC_002945.4	949314	950150	+	1092748	fadD16	BQ2027_MB0875	YP_009358209.1	278	POSSIBLE FATTY-ACID-COA LIGASE FADD16 (FATTY-ACID-COA SYNTHETASE) (FATTY-ACID-COA SYNTHASE)
Mycobacterium_bovis_AF2122/97	NC_002945.4	950191	951873	-	1092749	pdc	BQ2027_MB0876C	YP_009358210.1	560	PROBABLE PYRUVATE OR INDOLE-3-PYRUVATE DECARBOXYLASE PDC
Mycobacterium_bovis_AF2122/97	NC_002945.4	951938	952381	+	1092751	-	BQ2027_MB0877	YP_009358211.1	147	conserved protein
Mycobacterium_bovis_AF2122/97	NC_002945.4	952387	953466	+	1092753	far	BQ2027_MB0878	YP_009358212.1	359	PROBABLE FATTY-ACID-COA RACEMASE FAR
Mycobacterium_bovis_AF2122/97	NC_002945.4	953579	953983	+	1092752	-	BQ2027_MB0879	YP_009358213.1	134	CONSERVED HYPOTHETICAL PROTEIN
Mycobacterium_bovis_AF2122/97	NC_002945.4	954011	954484	+	1092755	-	BQ2027_MB0880	YP_009358214.1	157	CONSERVED HYPOTHETICAL PROTEIN
Mycobacterium_bovis_AF2122/97	NC_002945.4	954481	955674	-	1092757	dapc	BQ2027_MB0881C	YP_009358215.1	397	probable n-succinyldiaminopimelate aminotransferase dapc (dap-at)
Mycobacterium_bovis_AF2122/97	NC_002945.4	955831	957042	+	1092761	fadA	BQ2027_MB0882	YP_009358216.1	403	POSSIBLE ACYL-COA THIOLASE FADA
Mycobacterium_bovis_AF2122/97	NC_002945.4	957047	959209	+	1092756	fadB	BQ2027_MB0883	YP_009358217.1	720	PROBABLE FATTY OXIDATION PROTEIN FADB
Mycobacterium_bovis_AF2122/97	NC_002945.4	959277	960905	-	1092759	ercc3	BQ2027_MB0884C	YP_009358218.1	542	dna helicase ercc3
Mycobacterium_bovis_AF2122/97	NC_002945.4	961043	963313	-	1092760	-	BQ2027_MB0885C	YP_009358219.1	756	conserved protein
Mycobacterium_bovis_AF2122/97	NC_002945.4	963300	963581	+	1092762	-	BQ2027_MB0886	YP_009358220.1	93	CONSERVED HYPOTHETICAL PROTEIN
Mycobacterium_bovis_AF2122/97	NC_002945.4	963665	964093	+	1092764	moaC2	BQ2027_MB0888	YP_009358221.1	142	probable molybdenum cofactor biosynthesis protein c 2 moac2
Mycobacterium_bovis_AF2122/97	NC_002945.4	964090	964572	+	1092767	mog	BQ2027_MB0889	YP_009358222.1	160	probable molybdopterin biosynthesis mog protein
Mycobacterium_bovis_AF2122/97	NC_002945.4	964569	964994	+	1092763	moaE2	BQ2027_MB0890	YP_009358223.1	141	probable molybdenum cofactor biosynthesis protein e2 moae2 (molybdopterin converting factor large subunit) (molybdopterin
Mycobacterium_bovis_AF2122/97	NC_002945.4	965012	965995	-	1092765	rpfA	BQ2027_MB0891C	YP_009358224.1	327	POSSIBLE RESUSCITATION-PROMOTING FACTOR RPFA
Mycobacterium_bovis_AF2122/97	NC_002945.4	966443	966721	-	1092766	moaD2	BQ2027_MB0892C	YP_009358225.1	92	probable molybdenum cofactor biosynthesis protein d 2 moad2 (molybdopterin converting factor small subunit) (molybdopterin
Mycobacterium_bovis_AF2122/97	NC_002945.4	966725	967807	-	1092771	moaA2	BQ2027_MB0893C	YP_009358226.1	360	probable molybdenum cofactor biosynthesis protein a2 moaa2
Mycobacterium_bovis_AF2122/97	NC_002945.4	967804	968193	-	1092770	-	BQ2027_MB0894C	YP_009358227.1	129	POSSIBLE CONSERVED INTEGRAL MEMBRANE PROTEIN
Mycobacterium_bovis_AF2122/97	NC_002945.4	968358	968765	+	1092769	cspB	BQ2027_MB0895	YP_009358228.1	135	PROBABLE COLD SHOCK-LIKE PROTEIN B CSPB
Mycobacterium_bovis_AF2122/97	NC_002945.4	968884	970710	-	1092773	PE_PGRS15	BQ2027_MB0896C	YP_009358229.1	608	pe-pgrs family protein pe_pgrs15
Mycobacterium_bovis_AF2122/97	NC_002945.4	970971	972923	+	1092772	fadE10	BQ2027_MB0897	YP_009358230.1	650	PROBABLE ACYL-COA DEHYDROGENASE FADE10
Mycobacterium_bovis_AF2122/97	NC_002945.4	973012	974172	-	1092774	-	BQ2027_MB0898C	YP_009358231.1	386	CONSERVED HYPOTHETICAL PROTEIN
Mycobacterium_bovis_AF2122/97	NC_002945.4	974272	974760	-	1092776	-	BQ2027_MB0899C	YP_009358232.1	162	POSSIBLE CONSERVED EXPORTED PROTEIN
Mycobacterium_bovis_AF2122/97	NC_002945.4	974757	976403	-	1092778	-	BQ2027_MB0900C	YP_009358233.1	548	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN
Mycobacterium_bovis_AF2122/97	NC_002945.4	976541	977329	+	1092777	-	BQ2027_MB0901	YP_009358234.1	262	CONSERVED HYPOTHETICAL PROTEIN
Mycobacterium_bovis_AF2122/97	NC_002945.4	977352	978668	-	1092784	PPE13	BQ2027_MB0902C	YP_009358235.1	438	ppe family protein ppe13
Mycobacterium_bovis_AF2122/97	NC_002945.4	978946	979221	-	1092786	-	BQ2027_MB0903C	YP_009358236.1	91	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN
Mycobacterium_bovis_AF2122/97	NC_002945.4	979399	979830	+	1092785	-	BQ2027_MB0904	YP_009358237.1	143	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY MARR-FAMILY)
Mycobacterium_bovis_AF2122/97	NC_002945.4	979827	980693	+	1092792	-	BQ2027_MB0905	YP_009358238.1	288	POSSIBLE RRNA METHYLTRANSFERASE (RRNA METHYLASE)
Mycobacterium_bovis_AF2122/97	NC_002945.4	980690	980974	+	1092793	-	BQ2027_MB0906	YP_009358239.1	94	PROBABLE TRANSMEMBRANE PROTEIN
Mycobacterium_bovis_AF2122/97	NC_002945.4	980971	981732	-	1092798	-	BQ2027_MB0907C	YP_009358240.1	253	CONSERVED HYPOTHETICAL PROTEIN
Mycobacterium_bovis_AF2122/97	NC_002945.4	981889	983019	-	1092794	serC	BQ2027_MB0908C	YP_009358241.1	376	POSSIBLE PHOSPHOSERINE AMINOTRANSFERASE SERC (PSAT)
Mycobacterium_bovis_AF2122/97	NC_002945.4	983227	984249	+	1092797	-	BQ2027_MB0909	YP_009358242.1	340	CONSERVED HYPOTHETICAL PROTEIN
Mycobacterium_bovis_AF2122/97	NC_002945.4	984268	985995	+	1092796	fprB	BQ2027_MB0910	YP_009358243.1	575	PROBABLE NADPH:ADRENODOXIN OXIDOREDUCTASE FPRB (ADRENODOXIN REDUCTASE) (AR) (FERREDOXIN-NADP(+) REDUCTASE)
Mycobacterium_bovis_AF2122/97	NC_002945.4	985978	986436	-	1092811	-	BQ2027_MB0911C	YP_009358244.1	152	CONSERVED HYPOTHETICAL PROTEIN
Mycobacterium_bovis_AF2122/97	NC_002945.4	987698	989170	+	1092807	-	BQ2027_MB0912	YP_009358245.1	490	PROBABLE EXPORTED PROTEIN
Mycobacterium_bovis_AF2122/97	NC_002945.4	989205	990326	-	1092810	citA	BQ2027_MB0913C	YP_009358246.1	373	PROBABLE CITRATE SYNTHASE II CITA
Mycobacterium_bovis_AF2122/97	NC_002945.4	990413	993061	-	1092820	-	BQ2027_MB0914C	YP_009358247.1	882	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY LUXR-FAMILY)
Mycobacterium_bovis_AF2122/97	NC_002945.4	993063	993920	-	1092817	-	BQ2027_MB0915C	YP_009358248.1	285	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN
Mycobacterium_bovis_AF2122/97	NC_002945.4	994318	995805	+	1092816	-	BQ2027_MB0916	YP_009358249.1	495	PROBABLE MONOOXYGENASE
Mycobacterium_bovis_AF2122/97	NC_002945.4	995783	996760	-	1092826	-	BQ2027_MB0917C	YP_009358250.1	325	possible s-adenosylmethionine-dependent methyltransferase
Mycobacterium_bovis_AF2122/97	NC_002945.4	996989	998170	+	1092828	-	BQ2027_MB0918	YP_009358251.1	393	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY LUXR-FAMILY)
Mycobacterium_bovis_AF2122/97	NC_002945.4	998247	999764	+	1092827	-	BQ2027_MB0919	YP_009358252.1	505	possible triacylglycerol synthase (diacylglycerol acyltransferase)
Mycobacterium_bovis_AF2122/97	NC_002945.4	999937	1001232	+	1092834	gltA2	BQ2027_MB0920	YP_009358253.1	431	PROBABLE CITRATE SYNTHASE I GLTA2
Mycobacterium_bovis_AF2122/97	NC_002945.4	1001273	1002880	-	1092830	-	BQ2027_MB0921C	YP_009358254.1	535	PROBABLE OXIDOREDUCTASE
Mycobacterium_bovis_AF2122/97	NC_002945.4	1002906	1003169	-	1092831	-	BQ2027_MB0922C	YP_009358255.1	87	CONSERVED HYPOTHETICAL PROTEIN
Mycobacterium_bovis_AF2122/97	NC_002945.4	1003277	1004257	+	1092842	ompA	BQ2027_MB0923	YP_009358256.1	326	outer membrane protein a ompa
Mycobacterium_bovis_AF2122/97	NC_002945.4	1004270	1004422	+	1092840	-	BQ2027_MB0924	YP_009358257.1	50	POSSIBLE MEMBRANE PROTEIN
Mycobacterium_bovis_AF2122/97	NC_002945.4	1004422	1004949	+	1092841	-	BQ2027_MB0925	YP_009358258.1	175	POSSIBLE CONSERVED EXPORTED OR MEMBRANE PROTEIN
Mycobacterium_bovis_AF2122/97	NC_002945.4	1004966	1006306	-	1092847	prrB	BQ2027_MB0926C	YP_009358259.1	446	TWO COMPONENT SENSOR HISTIDINE KINASE PRRB
Mycobacterium_bovis_AF2122/97	NC_002945.4	1006317	1007027	-	1092849	prrA	BQ2027_MB0927C	YP_009358260.1	236	TWO COMPONENT RESPONSE TRANSCRIPTIONAL REGULATORY PROTEIN PRRA
Mycobacterium_bovis_AF2122/97	NC_002945.4	1007158	1008645	-	1092848	accD3	BQ2027_MB0928C	YP_009358261.1	495	PUTATIVE ACETYL-COENZYME A CARBOXYLASE CARBOXYL TRANSFERASE (SUBUNIT BETA) ACCD3 (ACCASE BETA CHAIN)
Mycobacterium_bovis_AF2122/97	NC_002945.4	1008672	1009403	+	1092860	echA6	BQ2027_MB0929	YP_009358262.1	243	POSSIBLE ENOYL-COA HYDRATASE ECHA6 (ENOYL HYDRASE) (UNSATURATED ACYL-COA HYDRATASE) (CROTONASE)
Mycobacterium_bovis_AF2122/97	NC_002945.4	1009409	1010527	+	1092857	-	BQ2027_MB0930	YP_009358263.1	372	conserved protein
Mycobacterium_bovis_AF2122/97	NC_002945.4	1010650	1012200	+	1092858	-	BQ2027_MB0931	YP_009358264.1	516	conserved protein
Mycobacterium_bovis_AF2122/97	NC_002945.4	1012197	1014590	+	1092863	ctpE	BQ2027_MB0932	YP_009358265.1	797	PROBABLE METAL CATION TRANSPORTER ATPASE P-TYPE CTPE
Mycobacterium_bovis_AF2122/97	NC_002945.4	1015147	1015326	+	1092866	-	BQ2027_MB0933	YP_009358266.1	59	CONSERVED HYPOTHETICAL PROTEIN
Mycobacterium_bovis_AF2122/97	NC_002945.4	1015332	1015766	+	1092873	-	BQ2027_MB0934	YP_009358267.1	144	CONSERVED HYPOTHETICAL PROTEIN
Mycobacterium_bovis_AF2122/97	NC_002945.4	1015864	1016637	+	1092865	-	BQ2027_MB0935	YP_009358268.1	257	conserved protein
Mycobacterium_bovis_AF2122/97	NC_002945.4	1016702	1017151	+	1092871	-	BQ2027_MB0936	YP_009358269.1	149	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Mycobacterium_bovis_AF2122/97	NC_002945.4	1017683	1019191	-	1092872	-	BQ2027_MB0937C	YP_009358270.1	502	POSSIBLE DIOXYGENASE
Mycobacterium_bovis_AF2122/97	NC_002945.4	1019193	1020431	-	1092880	-	BQ2027_MB0938C	YP_009358271.1	412	POSSIBLE LIPID CARRIER PROTEIN OR KETO ACYL-COA THIOLASE
Mycobacterium_bovis_AF2122/97	NC_002945.4	1020524	1021795	-	1092877	PPE14	BQ2027_MB0939C	YP_009358272.1	423	ppe family protein ppe14
Mycobacterium_bovis_AF2122/97	NC_002945.4	1021810	1022109	-	1092887	PE7	BQ2027_MB0940C	YP_009358273.1	99	pe family protein pe7
Mycobacterium_bovis_AF2122/97	NC_002945.4	1022553	1024334	+	1092879	betP	BQ2027_MB0941	YP_009358274.1	593	POSSIBLE GLYCINE BETAINE TRANSPORT INTEGRAL MEMBRANE PROTEIN BETP
Mycobacterium_bovis_AF2122/97	NC_002945.4	1024677	1025153	+	1092884	-	BQ2027_MB0942	YP_009358275.1	158	conserved protein
Mycobacterium_bovis_AF2122/97	NC_002945.4	1025150	1025650	+	1092886	-	BQ2027_MB0943	YP_009358276.1	166	gcn5-related n-acetyltransferase
Mycobacterium_bovis_AF2122/97	NC_002945.4	1025963	1027282	-	1092895	-	BQ2027_MB0944C	YP_009358277.1	439	probable transposase
Mycobacterium_bovis_AF2122/97	NC_002945.4	1027570	1028151	+	1092926	-	BQ2027_MB0945	YP_009358278.1	193	POSSIBLE RESOLVASE
Mycobacterium_bovis_AF2122/97	NC_002945.4	1028151	1029803	+	1092960	-	BQ2027_MB0946	YP_009358279.1	550	possible transposase
Mycobacterium_bovis_AF2122/97	NC_002945.4	1029979	1031043	-	1092969	-	BQ2027_MB0947C	YP_009358280.1	354	CONSERVED HYPOTHETICAL PROTEIN
Mycobacterium_bovis_AF2122/97	NC_002945.4	1031044	1033098	-	1092968	mntH	BQ2027_MB0948C	YP_009358281.1	684	conserved protein
Mycobacterium_bovis_AF2122/97	NC_002945.4	1033175	1034251	-	1092990	-	BQ2027_MB0949C	YP_009358282.1	358	CONSERVED HYPOTHETICAL PROTEIN
Mycobacterium_bovis_AF2122/97	NC_002945.4	1034305	1035096	-	1092996	-	BQ2027_MB0950C	YP_009358283.1	263	probable short-chain type dehydrogenase/reductase
Mycobacterium_bovis_AF2122/97	NC_002945.4	1035368	1036480	+	1092995	pstS3	BQ2027_MB0951	YP_009358284.1	370	PERIPLASMIC PHOSPHATE-BINDING LIPOPROTEIN PSTS3 (PBP-3) (PSTS3) (PHOS1)
Mycobacterium_bovis_AF2122/97	NC_002945.4	1036493	1037467	+	1093006	pstC2	BQ2027_MB0952	YP_009358285.1	324	PHOSPHATE-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER PSTC2
Mycobacterium_bovis_AF2122/97	NC_002945.4	1037464	1038378	+	1093008	pstA1	BQ2027_MB0953	YP_009358286.1	304	PROBABLE PHOSPHATE-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER PSTA1
Mycobacterium_bovis_AF2122/97	NC_002945.4	1038385	1039494	-	1093007	pknDb	BQ2027_MB0954C	YP_009358287.1	369	TRANSMEMBRANE SERINE/THREONINE-PROTEIN KINASE D PKNDb
Mycobacterium_bovis_AF2122/97	NC_002945.4	1039505	1040380	-	1093019	pknDa	BQ2027_MB0955C	YP_009358288.1	291	TRANSMEMBRANE SERINE/THREONINE-PROTEIN KINASE D PKNDa
Mycobacterium_bovis_AF2122/97	NC_002945.4	1040402	1041514	-	1093022	pstS2	BQ2027_MB0956C	YP_009358289.1	370	PERIPLASMIC PHOSPHATE-BINDING LIPOPROTEIN PSTS2 (PBP-2) (PSTS2)
Mycobacterium_bovis_AF2122/97	NC_002945.4	1041730	1041945	+	1093021	pstBa	BQ2027_MB0957	YP_009358290.1	71	PHOSPHATE-TRANSPORT PROTEIN ABC TRANSPORTER PSTBa
Mycobacterium_bovis_AF2122/97	NC_002945.4	1041977	1042561	+	32288655	pstBb	BQ2027_MB0958	YP_009358291.1	194	PHOSPHATE-TRANSPORT PROTEIN ABC TRANSPORTER PSTBb
Mycobacterium_bovis_AF2122/97	NC_002945.4	1042582	1043706	+	1093034	pstS1	BQ2027_MB0959	YP_009358292.1	374	PERIPLASMIC PHOSPHATE-BINDING LIPOPROTEIN PSTS1 (PBP-1) (PSTS1)
Mycobacterium_bovis_AF2122/97	NC_002945.4	1043766	1044782	+	1093031	pstC1	BQ2027_MB0960	YP_009358293.1	338	PHOSPHATE-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER PSTC1
Mycobacterium_bovis_AF2122/97	NC_002945.4	1044784	1045689	+	1093038	pstA2	BQ2027_MB0961	YP_009358294.1	301	PHOSPHATE-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER PSTA2
Mycobacterium_bovis_AF2122/97	NC_002945.4	1045666	1046487	-	1093041	mku	BQ2027_MB0962C	YP_009358295.1	273	dna end-binding protein, mku
Mycobacterium_bovis_AF2122/97	NC_002945.4	1046603	1048882	+	1093039	ligd	BQ2027_MB0963	YP_009358296.1	759	atp dependent dna ligase ligd (atp dependent polydeoxyribonucleotide synthase) (thermostable dna ligase) (atp dependent polynucleotide ligase) (sealase) (dna repair enzyme) (dna joinase)
Mycobacterium_bovis_AF2122/97	NC_002945.4	1048879	1050813	+	1093044	-	BQ2027_MB0964	YP_009358297.1	644	POSSIBLE BIFUNCTIONAL ENZYME: 2-HYDROXYHEPTA-2,4-DIENE-1,7-DIOATE ISOMERASE (HHDD ISOMERASE) + CYCLASE/DEHYDRASE
Mycobacterium_bovis_AF2122/97	NC_002945.4	1051060	1051926	-	1093047	-	BQ2027_MB0965C	YP_009358298.1	288	POSSIBLE OXIDOREDUCTASE
Mycobacterium_bovis_AF2122/97	NC_002945.4	1052011	1052784	-	1093051	-	BQ2027_MB0966C	YP_009358299.1	257	CONSERVED HYPOTHETICAL PROTEIN
Mycobacterium_bovis_AF2122/97	NC_002945.4	1052827	1053105	+	1093045	-	BQ2027_MB0967	YP_009358300.1	92	HYPOTHETICAL PROTEIN BQ2027_MB0967
Mycobacterium_bovis_AF2122/97	NC_002945.4	1053163	1054203	-	1093049	-	BQ2027_MB0968C	YP_009358301.1	346	PROBABLE MONOOXYGENASE
Mycobacterium_bovis_AF2122/97	NC_002945.4	1054232	1054708	+	1093054	-	BQ2027_MB0969	YP_009358302.1	158	POSSIBLE FORMAMIDOPYRIMIDINE-DNA GLYCOSYLASE (FAPY-DNA GLYCOSYLASE)
Mycobacterium_bovis_AF2122/97	NC_002945.4	1054714	1055475	+	1093050	-	BQ2027_MB0970	YP_009358303.1	253	probable short-chain type dehydrogenase/reductase
Mycobacterium_bovis_AF2122/97	NC_002945.4	1055491	1057152	-	1093053	pgi	BQ2027_MB0971C	YP_009358304.1	553	PROBABLE GLUCOSE-6-PHOSPHATE ISOMERASE PGI (GPI) (PHOSPHOGLUCOSE ISOMERASE) (PHOSPHOHEXOSE ISOMERASE) (PHI)
Mycobacterium_bovis_AF2122/97	NC_002945.4	1057767	1057997	-	1093052	-	BQ2027_MB0972C	YP_009358305.1	76	probable mycolyl transferase, pseudogene
Mycobacterium_bovis_AF2122/97	NC_002945.4	1058113	1058430	-	1093058	-	BQ2027_MB0973C	YP_009358306.1	105	chorismate mutase
Mycobacterium_bovis_AF2122/97	NC_002945.4	1058727	1061042	+	1093055	uvrD1	BQ2027_MB0974	YP_009358307.1	771	probable atp-dependent dna helicase ii uvrd1
Mycobacterium_bovis_AF2122/97	NC_002945.4	1061123	1062121	-	1093056	-	BQ2027_MB0975C	YP_009358308.1	332	CONSERVED HYPOTHETICAL PROTEIN
Mycobacterium_bovis_AF2122/97	NC_002945.4	1062431	1063594	+	1093061	sucC	BQ2027_MB0976	YP_009358309.1	387	PROBABLE SUCCINYL-COA SYNTHETASE (BETA CHAIN) SUCC (SCS-BETA)
Mycobacterium_bovis_AF2122/97	NC_002945.4	1063607	1064518	+	1093059	sucD	BQ2027_MB0977	YP_009358310.1	303	PROBABLE SUCCINYL-COA SYNTHETASE (ALPHA CHAIN) SUCD (SCS-ALPHA)
Mycobacterium_bovis_AF2122/97	NC_002945.4	1064581	1065429	-	1093060	-	BQ2027_MB0978C	YP_009358311.1	282	POSSIBLE OXIDOREDUCTASE
Mycobacterium_bovis_AF2122/97	NC_002945.4	1065594	1066505	+	1093064	-	BQ2027_MB0979	YP_009358312.1	303	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
Mycobacterium_bovis_AF2122/97	NC_002945.4	1066545	1067912	+	1093062	-	BQ2027_MB0980	YP_009358313.1	455	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
Mycobacterium_bovis_AF2122/97	NC_002945.4	1068028	1068675	+	1093063	purN	BQ2027_MB0981	YP_009358314.1	215	PROBABLE 5\'-PHOSPHORIBOSYLGLYCINAMIDE FORMYLTRANSFERASE PURN (GART) (GAR TRANSFORMYLASE) (5\'-PHOSPHORIBOSYLGLYCINAMIDE TRANSFORMYLASE)
Mycobacterium_bovis_AF2122/97	NC_002945.4	1068672	1070243	+	1093066	purH	BQ2027_MB0982	YP_009358315.1	523	PROBABLE BIFUNCTIONAL PURINE BIOSYNTHESIS PROTEIN PURH: PHOSPHORIBOSYLAMINOIMIDAZOLECARBOXAMIDE FORMYLTRANSFERASE (AICAR TRANSFORMYLASE) (5\'-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE-4-CARBOXAMIDE FORMYLTRANSFERASE) + INOSINEMONOPHOSPHATE CYCLOHYDROLASE (IMP CYCLOHYDROLASE) (INOSINICASE) (IMP SYNTHETASE) (ATIC)
Mycobacterium_bovis_AF2122/97	NC_002945.4	1070350	1071729	+	1093070	-	BQ2027_MB0983	YP_009358316.1	459	POSSIBLE MAGNESIUM CHELATASE
Mycobacterium_bovis_AF2122/97	NC_002945.4	1071722	1073740	+	1093065	-	BQ2027_MB0984	YP_009358317.1	672	CONSERVED HYPOTHETICAL PROTEIN
Mycobacterium_bovis_AF2122/97	NC_002945.4	1073794	1074015	+	32286209	vapB9	BQ2027_MB0984A	YP_009358318.1	73	Possible antitoxin VapB9
Mycobacterium_bovis_AF2122/97	NC_002945.4	1074012	1074395	+	32288915	vapc9	BQ2027_MB0985	YP_009358319.1	127	possible toxin vapc9
Mycobacterium_bovis_AF2122/97	NC_002945.4	1074541	1074888	+	32288945	-	BQ2027_MB0986	YP_009358320.1	115	PROBABLE INTEGRAL MEMBRANE PROTEIN
Mycobacterium_bovis_AF2122/97	NC_002945.4	1074907	1075581	-	1093074	lprP	BQ2027_MB0987C	YP_009358321.1	224	POSSIBLE LIPOPROTEIN LPRP
Mycobacterium_bovis_AF2122/97	NC_002945.4	1075764	1076564	-	1093072	-	BQ2027_MB0988C	YP_009358322.1	266	CONSERVED HYPOTHETICAL PROTEIN
