#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
I	NC_007618.1	794016	794525	+	-	-	BAB_RS19820	WP_002966769.1	169	MULTISPECIES: hypothetical protein
I	NC_007618.1	794522	794917	+	-	-	BAB_RS19825	WP_002963932.1	131	MULTISPECIES: hypothetical protein
I	NC_007618.1	794971	795306	+	-	-	BAB_RS19830	WP_002963933.1	111	MULTISPECIES: hypothetical protein
I	NC_007618.1	795363	795764	-	-	-	BAB_RS19835	WP_002963934.1	133	MULTISPECIES: hypothetical protein
I	NC_007618.1	796061	796243	+	-	-	BAB_RS32440	WP_002963935.1	60	MULTISPECIES: hypothetical protein
I	NC_007618.1	796627	796830	-	-	-	BAB_RS19850	WP_002963936.1	67	MULTISPECIES: hypothetical protein
I	NC_007618.1	797338	797703	+	-	-	BAB_RS19855	WP_002963937.1	121	MULTISPECIES: NADH-quinone oxidoreductase subunit A
I	NC_007618.1	797694	798275	+	-	-	BAB_RS19860	WP_002963938.1	193	MULTISPECIES: NADH-quinone oxidoreductase subunit B
I	NC_007618.1	798388	798996	+	-	-	BAB_RS19865	WP_002963939.1	202	MULTISPECIES: NADH-quinone oxidoreductase subunit C
I	NC_007618.1	799014	800204	+	-	-	BAB_RS19870	WP_002966770.1	396	MULTISPECIES: NADH-quinone oxidoreductase subunit D
I	NC_007618.1	800204	800917	+	-	-	BAB_RS19875	WP_002963941.1	237	MULTISPECIES: NADH-quinone oxidoreductase subunit NuoE
I	NC_007618.1	800921	802228	+	-	-	BAB_RS19880	WP_002963942.1	435	MULTISPECIES: NADH-quinone oxidoreductase subunit NuoF
I	NC_007618.1	802363	804447	+	-	-	BAB_RS19885	WP_002966771.1	694	MULTISPECIES: NADH-quinone oxidoreductase subunit G
I	NC_007618.1	804467	805510	+	-	-	BAB_RS19890	WP_002963944.1	347	MULTISPECIES: NADH-quinone oxidoreductase subunit H
I	NC_007618.1	805523	806014	+	-	-	BAB_RS19895	WP_002963945.1	163	MULTISPECIES: NADH-quinone oxidoreductase subunit I
I	NC_007618.1	806188	806805	+	-	-	BAB_RS19900	WP_002963946.1	205	MULTISPECIES: NADH-quinone oxidoreductase subunit J
I	NC_007618.1	806816	807124	+	-	-	BAB_RS19905	WP_002963947.1	102	MULTISPECIES: NADH-quinone oxidoreductase subunit K
I	NC_007618.1	807132	809117	+	-	-	BAB_RS19910	WP_002963948.1	661	MULTISPECIES: NADH-quinone oxidoreductase subunit L
I	NC_007618.1	809117	810625	+	-	-	BAB_RS19915	WP_002963949.1	502	MULTISPECIES: NADH-quinone oxidoreductase subunit M
I	NC_007618.1	810647	812083	+	-	-	BAB_RS19920	WP_002963950.1	478	MULTISPECIES: NADH-quinone oxidoreductase subunit NuoN
I	NC_007618.1	812109	812906	+	-	-	BAB_RS19925	WP_002963951.1	265	MULTISPECIES: biotin-
I	NC_007618.1	813100	814776	+	-	-	BAB_RS19930	WP_002963952.1	558	MULTISPECIES: MBL fold metallo-hydrolase
I	NC_007618.1	814816	815220	+	-	-	BAB_RS19935	WP_002963953.1	134	MULTISPECIES: methylmalonyl-CoA epimerase
I	NC_007618.1	815223	815492	+	-	-	BAB_RS19940	WP_002963954.1	89	MULTISPECIES: DUF1467 family protein
I	NC_007618.1	816340	817668	+	-	-	BAB_RS19945	WP_002968728.1	442	MULTISPECIES: proline--tRNA ligase
I	NC_007618.1	817665	818978	+	-	-	BAB_RS19950	WP_002963956.1	437	MULTISPECIES: lipoprotein-releasing ABC transporter permease subunit
I	NC_007618.1	818978	819661	+	-	-	BAB_RS19955	WP_002963957.1	227	MULTISPECIES: lipoprotein-releasing system ATP-binding protein LolD
I	NC_007618.1	820320	823811	+	-	-	BAB_RS19960	WP_002966775.1	1163	MULTISPECIES: DNA polymerase III subunit alpha
I	NC_007618.1	823852	824049	+	-	-	BAB_RS19965	WP_002963959.1	65	MULTISPECIES: DUF3008 family protein
I	NC_007618.1	824094	824507	-	-	-	BAB_RS19970	WP_002963960.1	137	MULTISPECIES: hypothetical protein
I	NC_007618.1	826086	826703	+	-	-	BAB_RS19990	WP_002963962.1	205	MULTISPECIES: 30S ribosomal protein S4
I	NC_007618.1	827232	828113	+	-	-	BAB_RS19995	WP_002969416.1	293	MULTISPECIES: tRNA 2-thiocytidine(32) synthetase TtcA
I	NC_007618.1	828100	828927	+	-	-	BAB_RS20000	WP_002967584.1	275	MULTISPECIES: inositol monophosphatase
I	NC_007618.1	829142	830407	-	-	-	BAB_RS20005	WP_006077088.1	421	MULTISPECIES: MFS transporter
I	NC_007618.1	830391	830591	+	-	-	BAB_RS32460	WP_002963965.1	66	MULTISPECIES: hypothetical protein
I	NC_007618.1	830678	831010	-	-	-	BAB_RS20010	WP_002963967.1	110	MULTISPECIES: Grx4 family monothiol glutaredoxin
I	NC_007618.1	831195	831428	-	-	-	BAB_RS20015	WP_002963968.1	77	MULTISPECIES: BolA family transcriptional regulator
I	NC_007618.1	831698	833920	-	-	-	BAB_RS20020	WP_002966777.1	740	MULTISPECIES: phosphoribosylformylglycinamidine synthase subunit PurL
I	NC_007618.1	834107	834508	-	-	-	BAB_RS20025	WP_002963970.1	133	MULTISPECIES: hypothetical protein
I	NC_007618.1	834568	835215	-	-	-	BAB_RS20030	WP_002963971.1	215	MULTISPECIES: glutathione S-transferase family protein
I	NC_007618.1	835467	836138	-	-	-	BAB_RS20035	WP_002963972.1	223	MULTISPECIES: phosphoribosylformylglycinamidine synthase subunit PurQ
I	NC_007618.1	836161	836403	-	-	-	BAB_RS20040	WP_002963973.1	80	MULTISPECIES: phosphoribosylformylglycinamidine synthase subunit PurS
I	NC_007618.1	836519	837283	-	-	-	BAB_RS20045	WP_002966778.1	254	MULTISPECIES: phosphoribosylaminoimidazolesuccinocarboxamide synthase
I	NC_007618.1	837308	837502	+	-	-	BAB_RS32465	WP_008933978.1	64	MULTISPECIES: hypothetical protein
I	NC_007618.1	837539	837862	+	-	-	BAB_RS20050	WP_002963975.1	107	MULTISPECIES: DUF1476 family protein
I	NC_007618.1	837927	838694	+	-	-	BAB_RS20055	WP_002963976.1	255	MULTISPECIES: 2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase
I	NC_007618.1	838743	839309	-	-	-	BAB_RS20060	WP_002963977.1	188	MULTISPECIES: serine hydrolase family protein
I	NC_007618.1	839578	840453	+	-	-	BAB_RS20065	WP_002963978.1	291	MULTISPECIES: VOC family protein
I	NC_007618.1	840679	841980	-	-	-	BAB_RS20070	WP_002963979.1	433	MULTISPECIES: adenylosuccinate lyase
I	NC_007618.1	842007	842684	-	-	-	BAB_RS20075	WP_002963980.1	225	MULTISPECIES: ribulose-phosphate 3-epimerase
I	NC_007618.1	842842	843768	-	-	-	BAB_RS20080	WP_002963981.1	308	MULTISPECIES: lipid A biosynthesis lauroyl acyltransferase
I	NC_007618.1	843782	844810	-	-	-	BAB_RS20085	WP_002963982.1	342	MULTISPECIES: NADPH:quinone oxidoreductase
I	NC_007618.1	844892	846169	-	-	-	BAB_RS20090	WP_002963983.1	425	MULTISPECIES: beta-ketoacyl-ACP synthase
I	NC_007618.1	846171	847352	-	-	-	BAB_RS20095	WP_002963984.1	393	MULTISPECIES: beta-ketoacyl-ACP synthase
I	NC_007618.1	847500	847781	-	-	-	BAB_RS20100	WP_002963985.1	93	MULTISPECIES: acyl carrier protein
I	NC_007618.1	847982	848743	-	-	-	BAB_RS20105	WP_002963986.1	253	MULTISPECIES: hypothetical protein
I	NC_007618.1	848773	849006	-	-	-	BAB_RS32470	WP_014315779.1	77	MULTISPECIES: hypothetical protein
I	NC_007618.1	848959	849981	+	-	-	BAB_RS20110	WP_002963987.1	340	MULTISPECIES: galactose mutarotase
I	NC_007618.1	851083	851814	+	-	-	BAB_RS20120	WP_002963989.1	243	MULTISPECIES: DUF1045 domain-containing protein
I	NC_007618.1	851818	852957	+	-	-	BAB_RS20125	WP_002963990.1	379	MULTISPECIES: alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
I	NC_007618.1	852954	853637	-	-	-	BAB_RS20130	WP_002963991.1	227	MULTISPECIES: HAD family hydrolase
I	NC_007618.1	853893	854681	+	-	-	BAB_RS20135	WP_005976068.1	262	MULTISPECIES: amino acid ABC transporter substrate-binding protein
I	NC_007618.1	854873	855895	+	-	-	BAB_RS20140	WP_002963993.1	340	MULTISPECIES: tRNA dihydrouridine(20/20a) synthase DusA
I	NC_007618.1	855892	856596	-	-	-	BAB_RS20145	WP_002963994.1	234	MULTISPECIES: TIGR02281 family clan AA aspartic protease
I	NC_007618.1	856596	856790	-	-	-	BAB_RS20150	WP_002963995.1	64	MULTISPECIES: DUF1289 domain-containing protein
I	NC_007618.1	856810	857592	-	-	-	BAB_RS20155	WP_002963996.1	260	MULTISPECIES: adenosylcobinamide-GDP ribazoletransferase
I	NC_007618.1	857746	858765	+	-	-	BAB_RS20160	WP_002963997.1	339	MULTISPECIES: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
I	NC_007618.1	858873	859352	-	-	-	BAB_RS20165	WP_002963998.1	159	MULTISPECIES: Lrp/AsnC family transcriptional regulator
I	NC_007618.1	859451	860122	-	-	-	BAB_RS20170	WP_002966781.1	223	MULTISPECIES: uracil-DNA glycosylase family protein
I	NC_007618.1	860219	860677	-	-	-	BAB_RS20175	WP_006641002.1	152	MULTISPECIES: thermonuclease family protein
I	NC_007618.1	860758	861036	+	-	-	BAB_RS32475	WP_002966782.1	92	MULTISPECIES: hypothetical protein
I	NC_007618.1	861408	862211	+	-	-	BAB_RS20180	WP_011265339.1	267	MULTISPECIES: sel1 repeat family protein
I	NC_007618.1	862270	863052	-	-	-	BAB_RS20185	WP_002964003.1	260	MULTISPECIES: exodeoxyribonuclease III
I	NC_007618.1	863221	863928	+	-	-	BAB_RS20190	WP_002964004.1	235	MULTISPECIES: tellurite resistance TerB family protein
I	NC_007618.1	864008	864334	-	-	-	BAB_RS20195	WP_002964005.1	108	MULTISPECIES: iron-sulfur cluster insertion protein ErpA
I	NC_007618.1	864501	865709	+	-	-	BAB_RS20200	WP_002964006.1	402	MULTISPECIES: deoxyguanosinetriphosphate triphosphohydrolase
I	NC_007618.1	865932	867689	+	-	-	BAB_RS20205	WP_002964007.1	585	MULTISPECIES: arginine--tRNA ligase
I	NC_007618.1	867901	870873	+	-	-	BAB_RS20210	WP_002964008.1	990	MULTISPECIES: sporulation domain-containing protein
I	NC_007618.1	871074	872093	+	-	-	BAB_RS20215	WP_002966785.1	339	MULTISPECIES: beta-N-acetylhexosaminidase
I	NC_007618.1	872166	873017	+	-	-	BAB_RS20220	WP_002968731.1	283	MULTISPECIES: segregation/condensation protein A
I	NC_007618.1	873010	873735	+	-	-	BAB_RS20225	WP_002964011.1	241	MULTISPECIES: SMC-Scp complex subunit ScpB
I	NC_007618.1	873881	874099	+	-	tatA	BAB_RS20230	WP_002964012.1	72	MULTISPECIES: twin-arginine translocase TatA/TatE family subunit
I	NC_007618.1	874210	874791	+	-	-	BAB_RS20235	WP_002969412.1	193	MULTISPECIES: twin-arginine translocase subunit TatB
I	NC_007618.1	874788	875612	+	-	-	BAB_RS20240	WP_002964014.1	274	MULTISPECIES: twin-arginine translocase subunit TatC
I	NC_007618.1	875689	876972	+	-	-	BAB_RS20245	WP_002964015.1	427	MULTISPECIES: serine--tRNA ligase
I	NC_007618.1	877121	877888	+	-	-	BAB_RS20250	WP_002966786.1	255	MULTISPECIES: 5\'-nucleotidase SurE
I	NC_007618.1	877885	878553	+	-	-	BAB_RS20255	WP_002964017.1	222	MULTISPECIES: protein-L-isoaspartate(D-aspartate) O-methyltransferase
I	NC_007618.1	878698	878883	+	-	-	BAB_RS20260	WP_002964018.1	61	MULTISPECIES: hypothetical protein
I	NC_007618.1	878932	880230	+	-	-	BAB_RS20265	WP_002964019.1	432	MULTISPECIES: LysM peptidoglycan-binding domain-containing protein
I	NC_007618.1	880279	881145	-	-	-	BAB_RS20270	WP_002964020.1	288	MULTISPECIES: ATP-binding protein
I	NC_007618.1	881306	881647	+	-	-	BAB_RS20275	WP_002964021.1	113	MULTISPECIES: immunogenic membrane protein YajC
I	NC_007618.1	881766	884093	+	-	-	BAB_RS20280	WP_002969969.1	775	MULTISPECIES: protein translocase subunit SecDF
I	NC_007618.1	884096	884485	+	-	-	BAB_RS20285	WP_002964023.1	129	MULTISPECIES: membrane protein
I	NC_007618.1	884491	885324	+	-	-	BAB_RS20290	WP_002964024.1	277	MULTISPECIES: phytoene/squalene synthase family protein
I	NC_007618.1	885376	886776	-	-	-	BAB_RS20295	WP_002964025.1	466	MULTISPECIES: FADH(2)-oxidizing methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase TrmFO
I	NC_007618.1	886775	886981	+	-	-	BAB_RS32480	WP_016769578.1	68	MULTISPECIES: hypothetical protein
I	NC_007618.1	887018	887164	-	-	-	BAB_RS20300	WP_002964026.1	48	MULTISPECIES: DUF1127 domain-containing protein
I	NC_007618.1	887438	888574	+	-	-	BAB_RS20305	WP_002964027.1	378	MULTISPECIES: DUF2157 domain-containing protein
I	NC_007618.1	888571	889140	+	-	-	BAB_RS20310	WP_002964028.1	189	MULTISPECIES: hypothetical protein
I	NC_007618.1	889520	890959	+	-	-	BAB_RS20320	WP_002966787.1	479	MULTISPECIES: trigger factor
I	NC_007618.1	891109	892611	+	-	gatB	BAB_RS20325	WP_002964030.1	500	MULTISPECIES: Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase GatCAB subunit B
I	NC_007618.1	892611	893114	+	-	-	BAB_RS20330	WP_002964031.1	167	MULTISPECIES: GNAT family N-acetyltransferase
I	NC_007618.1	893274	893684	+	-	-	BAB_RS20335	WP_002964032.1	136	MULTISPECIES: NADH:ubiquinone oxidoreductase subunit NDUFA12
I	NC_007618.1	893878	894348	+	-	-	BAB_RS20340	WP_002967608.1	156	MULTISPECIES: DUF2155 domain-containing protein
I	NC_007618.1	894392	894961	-	-	-	BAB_RS20345	WP_002971472.1	189	MULTISPECIES: leucyl/phenylalanyl-tRNA--protein transferase
I	NC_007618.1	895012	896370	-	-	-	BAB_RS20350	WP_002966788.1	452	MULTISPECIES: acetyl-CoA carboxylase biotin carboxylase subunit
I	NC_007618.1	896420	896890	-	-	-	BAB_RS20355	WP_002964036.1	156	MULTISPECIES: acetyl-CoA carboxylase biotin carboxyl carrier protein
I	NC_007618.1	896892	897365	-	-	-	BAB_RS20360	WP_002966789.1	157	MULTISPECIES: type II 3-dehydroquinate dehydratase
I	NC_007618.1	897609	898406	-	-	-	BAB_RS20365	WP_002966790.1	265	MULTISPECIES: DsbA family protein
I	NC_007618.1	898454	899869	-	-	-	BAB_RS20370	WP_006077105.1	471	MULTISPECIES: M48 family peptidase
I	NC_007618.1	899820	900044	-	-	-	BAB_RS32485	WP_032448941.1	74	MULTISPECIES: hypothetical protein
I	NC_007618.1	900061	901224	+	-	-	BAB_RS20375	WP_002964040.1	387	MULTISPECIES: aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
I	NC_007618.1	901343	904111	-	-	-	BAB_RS20380	WP_002964041.1	922	MULTISPECIES: ribonuclease E/G
I	NC_007618.1	904114	904299	+	-	-	BAB_RS20385	WP_002964042.1	61	MULTISPECIES: hypothetical protein
I	NC_007618.1	904790	906058	+	-	-	BAB_RS20390	WP_002966791.1	422	MULTISPECIES: N-acetylmuramoyl-L-alanine amidase
I	NC_007618.1	906338	908797	+	-	-	BAB_RS20395	WP_002966792.1	819	MULTISPECIES: penicillin-binding protein 1A
I	NC_007618.1	908853	908984	-	-	-	BAB_RS32490	WP_002967613.1	43	MULTISPECIES: hypothetical protein
I	NC_007618.1	909032	910066	+	-	-	BAB_RS20400	WP_075589488.1	344	MULTISPECIES: peptide chain release factor 2
I	NC_007618.1	910260	910628	+	-	-	BAB_RS20405	WP_002965542.1	122	MULTISPECIES: IS5 family transposase
I	NC_007618.1	910625	911017	+	-	-	BAB_RS20410	WP_002969695.1	130	MULTISPECIES: IS5 family transposase
I	NC_007618.1	911104	911472	+	-	-	BAB_RS20415	WP_002969982.1	122	MULTISPECIES: IS5 family transposase
I	NC_007618.1	911448	911861	+	-	-	BAB_RS20420	WP_080005657.1	137	MULTISPECIES: IS5 family transposase
I	NC_007618.1	912013	912375	-	-	-	BAB_RS20425	WP_002964046.1	120	MULTISPECIES: hypothetical protein
I	NC_007618.1	912546	913373	-	-	-	BAB_RS20430	WP_002964047.1	275	MULTISPECIES: DUF455 family protein
I	NC_007618.1	913395	913859	-	-	-	BAB_RS20435	WP_002964048.1	154	MULTISPECIES: thioredoxin-dependent thiol peroxidase
I	NC_007618.1	914146	917544	+	-	-	BAB_RS20440	WP_002964049.1	1132	MULTISPECIES: RNA-binding protein
I	NC_007618.1	917603	918856	-	-	-	BAB_RS20445	WP_002964050.1	417	MULTISPECIES: tyrosine--tRNA ligase
I	NC_007618.1	918972	920093	+	-	-	BAB_RS20450	WP_002964051.1	373	MULTISPECIES: anhydro-N-acetylmuramic acid kinase
I	NC_007618.1	920090	920422	-	-	-	BAB_RS20455	WP_002964052.1	110	MULTISPECIES: multidrug transporter
I	NC_007618.1	920534	921208	-	-	-	BAB_RS20460	WP_002964053.1	224	MULTISPECIES: alpha/beta fold hydrolase
I	NC_007618.1	921413	922591	+	-	-	BAB_RS20465	WP_002964054.1	392	MULTISPECIES: cysteine desulfurase
I	NC_007618.1	922772	924295	+	-	-	BAB_RS20470	WP_002966795.1	507	MULTISPECIES: Fe-S cluster assembly protein SufB
I	NC_007618.1	924363	925118	+	-	-	BAB_RS20475	WP_002964056.1	251	MULTISPECIES: Fe-S cluster assembly ATPase SufC
I	NC_007618.1	925132	926409	+	-	-	BAB_RS20480	WP_002966796.1	425	MULTISPECIES: Fe-S cluster assembly protein SufD
I	NC_007618.1	926491	927735	+	-	-	BAB_RS20485	WP_002964058.1	414	MULTISPECIES: cysteine desulfurase
I	NC_007618.1	927732	928151	+	-	-	BAB_RS20490	WP_002966797.1	139	MULTISPECIES: SUF system Fe-S cluster assembly protein
I	NC_007618.1	928185	929156	-	-	-	BAB_RS20495	WP_002964060.1	323	MULTISPECIES: glycosyltransferase family 2 protein
I	NC_007618.1	929583	930356	+	-	-	BAB_RS20505	WP_002964061.1	257	MULTISPECIES: NAD(+) kinase
I	NC_007618.1	930684	932132	+	-	-	BAB_RS20510	WP_002966798.1	482	MULTISPECIES: DEAD/DEAH box helicase
I	NC_007618.1	932369	932749	-	-	-	BAB_RS20515	WP_002964063.1	126	MULTISPECIES: Fe-S cluster assembly scaffold SufA
I	NC_007618.1	933204	933458	+	-	-	BAB_RS20520	WP_002969406.1	84	MULTISPECIES: hypothetical protein
I	NC_007618.1	933539	933739	+	-	-	BAB_RS20525	WP_002964065.1	66	MULTISPECIES: copper chaperone
I	NC_007618.1	933890	934072	+	-	-	BAB_RS32495	WP_002964066.1	60	MULTISPECIES: hypothetical protein
I	NC_007618.1	934066	934734	+	-	-	BAB_RS20530	WP_002964067.1	222	MULTISPECIES: protein-L-isoaspartate O-methyltransferase
I	NC_007618.1	934873	936243	+	-	-	BAB_RS20535	WP_002966799.1	456	MULTISPECIES: transporter
I	NC_007618.1	936493	937224	+	-	-	BAB_RS20540	WP_002964069.1	243	MULTISPECIES: DUF2497 domain-containing protein
I	NC_007618.1	937319	937522	+	-	-	BAB_RS32500	WP_002964070.1	67	MULTISPECIES: hypothetical protein
I	NC_007618.1	937515	940247	+	-	-	BAB_RS20545	WP_002966800.1	910	MULTISPECIES: valine--tRNA ligase
I	NC_007618.1	940638	940940	+	-	-	BAB_RS20550	WP_002971467.1	100	MULTISPECIES: hypothetical protein
I	NC_007618.1	940968	941939	+	-	-	BAB_RS20555	WP_075589504.1	323	MULTISPECIES: transporter
I	NC_007618.1	942905	943192	-	-	-	BAB_RS20570	WP_004686460.1	95	MULTISPECIES: hypothetical protein
I	NC_007618.1	943119	943652	-	-	-	BAB_RS20575	WP_002966801.1	177	MULTISPECIES: ABC transporter substrate-binding protein
I	NC_007618.1	944496	945161	-	-	-	BAB_RS20585	WP_002964077.1	221	MULTISPECIES: molybdenum cofactor guanylyltransferase
I	NC_007618.1	945337	946371	-	-	-	BAB_RS20590	WP_002966802.1	344	MULTISPECIES: cyclic pyranopterin monophosphate synthase
I	NC_007618.1	946558	946917	+	-	-	BAB_RS20595	WP_002964079.1	119	MULTISPECIES: DUF971 domain-containing protein
I	NC_007618.1	946985	947788	-	-	-	BAB_RS20600	WP_002969995.1	267	MULTISPECIES: FAD-dependent monooxygenase
I	NC_007618.1	948436	950055	-	-	-	BAB_RS20605	WP_002964081.1	539	MULTISPECIES: fumarate hydratase
I	NC_007618.1	950195	950392	-	-	-	BAB_RS32505	WP_002968737.1	65	MULTISPECIES: hypothetical protein
I	NC_007618.1	953165	953416	-	-	-	BAB_RS20630	WP_002964083.1	83	MULTISPECIES: GlsB/YeaQ/YmgE family stress response membrane protein
I	NC_007618.1	953925	954950	-	-	-	BAB_RS20645	WP_002966804.1	341	MULTISPECIES: site-specific integrase
I	NC_007618.1	954937	955140	-	-	-	BAB_RS20650	WP_002964087.1	67	MULTISPECIES: hypothetical protein
I	NC_007618.1	955143	955358	-	-	-	BAB_RS20655	WP_002971459.1	71	MULTISPECIES: hypothetical protein
I	NC_007618.1	955355	955558	-	-	-	BAB_RS20660	WP_002964088.1	67	MULTISPECIES: hypothetical protein
I	NC_007618.1	956323	956553	+	-	-	BAB_RS20675	WP_002964091.1	76	MULTISPECIES: hypothetical protein
I	NC_007618.1	956550	956825	+	-	-	BAB_RS20680	WP_002964092.1	91	MULTISPECIES: hypothetical protein
I	NC_007618.1	956848	957324	+	-	-	BAB_RS20685	WP_002966806.1	158	MULTISPECIES: hypothetical protein
I	NC_007618.1	958727	958897	-	-	-	BAB_RS20700	WP_002964095.1	56	MULTISPECIES: DUF1508 domain-containing protein
I	NC_007618.1	958896	959129	+	-	-	BAB_RS32520	WP_002969999.1	77	MULTISPECIES: hypothetical protein
I	NC_007618.1	959245	959559	-	-	-	BAB_RS20705	WP_002964097.1	104	MULTISPECIES: hypothetical protein
I	NC_007618.1	959559	959804	-	-	-	BAB_RS20710	WP_002966807.1	81	MULTISPECIES: hypothetical protein
I	NC_007618.1	959943	960575	+	-	-	BAB_RS20715	WP_002971121.1	210	MULTISPECIES: tRNA-guanine transglycosylase
I	NC_007618.1	960645	961013	+	-	-	BAB_RS20720	WP_002969982.1	122	MULTISPECIES: IS5 family transposase
I	NC_007618.1	961010	961402	+	-	-	BAB_RS20725	WP_002970002.1	130	MULTISPECIES: IS5 family transposase
I	NC_007618.1	961403	961696	+	-	-	BAB_RS20730	WP_002971453.1	97	MULTISPECIES: hypothetical protein
I	NC_007618.1	961742	962176	+	-	-	BAB_RS20735	WP_002971452.1	144	MULTISPECIES: hypothetical protein
I	NC_007618.1	962505	963956	+	-	-	BAB_RS20740	WP_004685623.1	483	MULTISPECIES: hypothetical protein
I	NC_007618.1	964282	965514	+	-	-	BAB_RS20745	WP_002964101.1	410	MULTISPECIES: glycosyltransferase
I	NC_007618.1	965511	967070	+	-	-	BAB_RS20750	WP_002964102.1	519	MULTISPECIES: glycosyltransferase
I	NC_007618.1	967051	967272	-	-	-	BAB_RS32525	WP_002964103.1	73	MULTISPECIES: hypothetical protein
I	NC_007618.1	967417	968175	+	-	-	BAB_RS20755	WP_002964104.1	252	MULTISPECIES: acetylmuramidase
I	NC_007618.1	968535	968717	+	-	-	BAB_RS32530	WP_002964106.1	60	MULTISPECIES: hypothetical protein
I	NC_007618.1	969134	969481	+	-	-	BAB_RS20760	WP_002964107.1	115	MULTISPECIES: arsenate reductase (glutaredoxin)
I	NC_007618.1	969852	971117	+	-	-	BAB_RS20765	WP_002971023.1	421	MULTISPECIES: septal ring lytic transglycosylase RlpA family protein
I	NC_007618.1	971228	972418	+	-	-	BAB_RS20770	WP_002968739.1	396	MULTISPECIES: D-alanyl-D-alanine carboxypeptidase
I	NC_007618.1	972500	973144	+	-	-	BAB_RS20775	WP_002964110.1	214	MULTISPECIES: thymidylate kinase
I	NC_007618.1	973141	974223	+	-	-	BAB_RS20780	WP_002966812.1	360	MULTISPECIES: DNA polymerase III subunit delta\'
I	NC_007618.1	974392	975939	+	-	-	BAB_RS20785	WP_002966813.1	515	MULTISPECIES: methionine--tRNA ligase
I	NC_007618.1	975948	976739	+	-	-	BAB_RS20790	WP_002971449.1	263	MULTISPECIES: TatD family deoxyribonuclease
I	NC_007618.1	976742	977560	+	-	-	BAB_RS20795	WP_002964115.1	272	MULTISPECIES: phosphoribosyl 1,2-cyclic phosphodiesterase
I	NC_007618.1	977610	979409	-	-	-	BAB_RS20800	WP_002964116.1	599	MULTISPECIES: beta-(1-->2)glucan export ATP-binding/permease NdvA
I	NC_007618.1	979722	980702	+	-	-	BAB_RS20805	WP_002969402.1	326	MULTISPECIES: RluA family pseudouridine synthase
I	NC_007618.1	980705	981628	+	-	-	BAB_RS20810	WP_002966814.1	307	MULTISPECIES: DMT family transporter
I	NC_007618.1	981625	982290	+	-	-	BAB_RS20815	WP_002964119.1	221	MULTISPECIES: HAD family hydrolase
I	NC_007618.1	982332	983114	+	-	-	BAB_RS20820	WP_002964120.1	260	MULTISPECIES: ATPase
I	NC_007618.1	983240	984649	-	-	-	BAB_RS20825	WP_002966815.1	469	MULTISPECIES: type I glutamate--ammonia ligase
I	NC_007618.1	984797	985135	-	-	-	BAB_RS20830	WP_002964122.1	112	MULTISPECIES: P-II family nitrogen regulator
I	NC_007618.1	985442	986947	+	-	-	BAB_RS20835	WP_002966816.1	501	MULTISPECIES: bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase
I	NC_007618.1	986978	987250	-	-	-	BAB_RS20840	WP_002964124.1	90	MULTISPECIES: hypothetical protein
I	NC_007618.1	987247	987951	-	-	-	BAB_RS20845	WP_002964125.1	234	MULTISPECIES: phosphoglycolate phosphatase
I	NC_007618.1	988298	988996	+	-	-	BAB_RS20850	WP_002964126.1	232	MULTISPECIES: ribose-5-phosphate isomerase
I	NC_007618.1	989022	989558	+	-	-	BAB_RS20855	WP_002964127.1	178	MULTISPECIES: DUF2059 domain-containing protein
I	NC_007618.1	989712	991106	+	-	-	BAB_RS20860	WP_002966817.1	464	MULTISPECIES: glutathione-disulfide reductase
I	NC_007618.1	991315	992694	+	-	-	BAB_RS20865	WP_002966818.1	459	MULTISPECIES: 3-deoxy-7-phosphoheptulonate synthase class II
I	NC_007618.1	992808	993158	+	-	-	BAB_RS20870	WP_002969398.1	116	MULTISPECIES: diacylglycerol kinase
I	NC_007618.1	993223	994902	+	-	-	BAB_RS20875	WP_002964131.1	559	MULTISPECIES: NAD+ synthase
I	NC_007618.1	994914	996287	+	-	-	BAB_RS20880	WP_002966819.1	457	MULTISPECIES: glutamate--tRNA ligase
I	NC_007618.1	996205	996957	-	-	-	BAB_RS20885	WP_002964133.1	250	MULTISPECIES: hypothetical protein
I	NC_007618.1	997101	999425	-	-	-	BAB_RS20890	WP_002964135.1	774	MULTISPECIES: NADP-dependent malic enzyme
I	NC_007618.1	999360	999617	+	-	-	BAB_RS32535	WP_002964134.1	85	MULTISPECIES: hypothetical protein
I	NC_007618.1	999643	1000623	-	-	-	BAB_RS20895	WP_002964136.1	326	MULTISPECIES: dipeptide epimerase
I	NC_007618.1	1000684	1001859	+	-	-	BAB_RS20900	WP_002966820.1	391	MULTISPECIES: STAS domain-containing protein
I	NC_007618.1	1002076	1002933	+	-	-	BAB_RS20905	WP_002966821.1	285	MULTISPECIES: ABC transporter ATP-binding protein
I	NC_007618.1	1002937	1003932	+	-	-	BAB_RS20910	WP_002964139.1	331	MULTISPECIES: MCE family protein
